@relation traffic_pattern

@attribute dataave real
@attribute datavar real
@attribute class {label}

@data
72,3.8013155617496426,label
71,0.8198915917499229,label
72,0.8944271909999159,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,0.8198915917499229,label
72,0.8944271909999159,label
72,0.8944271909999159,label
71,0.8198915917499229,label
71,0.8198915917499229,label
72,0.8944271909999159,label
72,0.8944271909999159,label
71,0.8198915917499229,label
72,0.8944271909999159,label
74,3.6522443632496566,label
73,0.9689627902499088,label
73,4.919349550499537,label
73,0.9689627902499088,label
73,0.9689627902499088,label
73,0.9689627902499088,label
73,3.7267799624996494,label
73,0.9689627902499088,label
72,0.8944271909999159,label
72,0.8944271909999159,label
72,3.8013155617496426,label
73,0.9689627902499088,label
71,0.8198915917499229,label
72,0.8944271909999159,label
73,0.9689627902499088,label
73,8.19891591749923,label
72,0.8944271909999159,label
73,0.9689627902499088,label
73,0.9689627902499088,label
73,0.9689627902499088,label
73,0.9689627902499088,label
73,4.919349550499537,label
74,1.043498389499902,label
73,0.9689627902499088,label
73,0.9689627902499088,label
74,1.043498389499902,label
73,3.7267799624996494,label
72,0.8944271909999159,label
73,0.9689627902499088,label
73,0.9689627902499088,label
73,0.9689627902499088,label
74,1.043498389499902,label
73,0.9689627902499088,label
74,1.043498389499902,label
73,0.9689627902499088,label
73,3.7267799624996494,label
75,1.118033988749895,label
74,1.043498389499902,label
74,1.043498389499902,label
74,1.043498389499902,label
74,1.043498389499902,label
74,1.043498389499902,label
73,3.7267799624996494,label
71,0.8198915917499229,label
72,0.8944271909999159,label
72,0.8944271909999159,label
72,0.8944271909999159,label
73,0.9689627902499088,label
72,0.8944271909999159,label
73,0.9689627902499088,label
72,0.8944271909999159,label
72,0.8944271909999159,label
71,0.8198915917499229,label
71,0.8198915917499229,label
72,0.8944271909999159,label
72,0.8944271909999159,label
72,0.8944271909999159,label
73,3.7267799624996494,label
73,0.9689627902499088,label
74,1.043498389499902,label
73,9.391485505499118,label
73,0.9689627902499088,label
73,0.9689627902499088,label
72,0.8944271909999159,label
73,0.9689627902499088,label
72,0.8944271909999159,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,3.8758511609996353,label
71,0.8198915917499229,label
71,0.8198915917499229,label
71,0.8198915917499229,label
72,0.8944271909999159,label
72,0.8944271909999159,label
73,4.919349550499537,label
74,1.043498389499902,label
75,1.118033988749895,label
74,3.6522443632496566,label
74,1.043498389499902,label
75,1.118033988749895,label
73,0.9689627902499088,label
73,3.7267799624996494,label
72,0.8944271909999159,label
72,0.8944271909999159,label
72,3.8013155617496426,label
72,0.8944271909999159,label
72,0.8944271909999159,label
72,0.8944271909999159,label
72,0.8944271909999159,label
72,3.8013155617496426,label
72,0.8944271909999159,label
71,0.8198915917499229,label
