0,73,0.968963,cluster0
1,71,0.819892,cluster0
2,71,0.819892,cluster0
3,73,0.968963,cluster0
4,74,1.043498,cluster0
5,73,3.72678,cluster1
6,71,0.819892,cluster0
7,72,11.18034,cluster1
8,71,0.819892,cluster0
9,73,3.72678,cluster1
10,72,0.894427,cluster0
11,72,0.894427,cluster0
12,72,0.894427,cluster0
13,74,1.043498,cluster0
14,73,3.72678,cluster1
15,74,3.652244,cluster1
16,73,0.968963,cluster0
17,73,0.968963,cluster0
18,73,0.968963,cluster0
19,73,0.968963,cluster0
20,72,0.894427,cluster0
21,72,0.894427,cluster0
22,73,3.72678,cluster1
23,71,0.819892,cluster0
24,72,0.894427,cluster0
25,72,0.894427,cluster0
26,74,1.043498,cluster0
27,80,0.596285,cluster0
28,73,0.968963,cluster0
29,73,8.198916,cluster1
30,74,1.043498,cluster0
31,71,0.819892,cluster0
32,72,0.894427,cluster0
33,102,3.130495,cluster1
34,72,0.894427,cluster0
35,75,1.118034,cluster0
36,72,0.894427,cluster0
37,73,0.968963,cluster0
38,73,0.968963,cluster0
39,72,0.894427,cluster0
40,74,1.043498,cluster0
41,74,1.043498,cluster0
42,73,0.968963,cluster0
43,72,0.894427,cluster0
44,73,0.968963,cluster0
45,80,0.596285,cluster0
46,74,1.043498,cluster0
47,73,0.968963,cluster0
48,73,3.72678,cluster1
49,72,0.894427,cluster0
50,73,0.968963,cluster0
51,73,0.968963,cluster0
52,74,1.043498,cluster0
53,72,0.894427,cluster0
54,72,0.894427,cluster0
55,72,0.894427,cluster0
56,72,0.894427,cluster0
57,73,0.968963,cluster0
58,73,0.968963,cluster0
59,71,0.819892,cluster0
60,72,3.801316,cluster1
61,73,0.968963,cluster0
62,73,3.72678,cluster1
63,71,0.819892,cluster0
64,72,0.894427,cluster0
65,73,0.968963,cluster0
66,72,0.894427,cluster0
67,73,4.91935,cluster1
68,74,3.652244,cluster1
69,75,10.956733,cluster1
70,74,1.043498,cluster0
71,72,0.894427,cluster0
72,72,3.801316,cluster1
73,74,1.043498,cluster0
74,73,0.968963,cluster0
75,73,0.968963,cluster0
76,72,0.894427,cluster0
77,72,0.894427,cluster0
78,71,0.819892,cluster0
79,72,0.894427,cluster0
80,72,0.894427,cluster0
81,73,0.968963,cluster0
82,73,0.968963,cluster0
83,71,0.819892,cluster0
84,73,0.968963,cluster0
85,74,1.043498,cluster0
86,72,3.801316,cluster1
87,72,3.801316,cluster1
88,71,0.819892,cluster0
89,73,0.968963,cluster0
90,72,0.894427,cluster0
91,72,0.894427,cluster0
92,72,0.894427,cluster0
93,73,0.968963,cluster0
94,72,0.894427,cluster0
95,73,3.72678,cluster1
96,73,0.968963,cluster0
97,74,1.043498,cluster0
98,74,1.043498,cluster0
99,72,0.894427,cluster0
100,74,1.043498,cluster0
101,72,4.993885,cluster1
102,71,0.819892,cluster0
103,73,3.72678,cluster1
104,75,1.118034,cluster0
105,72,0.894427,cluster0
106,73,0.968963,cluster0
107,74,1.043498,cluster0
108,73,0.968963,cluster0
109,74,1.043498,cluster0
110,73,0.968963,cluster0
111,96,2.683282,cluster1
112,74,1.043498,cluster0
113,72,3.801316,cluster1
114,71,0.819892,cluster0
115,100,2.981424,cluster1
116,74,8.12438,cluster1
117,74,1.043498,cluster0
118,74,1.043498,cluster0
119,73,0.968963,cluster0
120,72,4.993885,cluster1
121,71,0.819892,cluster0
122,72,0.894427,cluster0
123,74,1.043498,cluster0
124,72,0.894427,cluster0
125,75,1.118034,cluster0
126,73,0.968963,cluster0
127,72,0.894427,cluster0
128,71,0.819892,cluster0
129,72,0.894427,cluster0
130,91,1.416176,cluster1
131,72,0.894427,cluster0
132,73,0.968963,cluster0
133,73,4.91935,cluster1
134,71,0.819892,cluster0
135,74,1.043498,cluster0
