0,72,1.095445,cluster1
1,72,1.095445,cluster1
2,71,1.004158,cluster1
3,74,1.278019,cluster1
4,73,1.186732,cluster1
5,71,1.004158,cluster1
6,72,1.095445,cluster1
7,73,1.186732,cluster1
8,71,4.746929,cluster0
9,74,1.278019,cluster1
10,73,4.564355,cluster0
11,72,1.095445,cluster1
12,72,1.095445,cluster1
13,75,1.369306,cluster1
14,72,1.095445,cluster1
15,73,1.186732,cluster1
16,74,13.51049,cluster0
17,74,4.473068,cluster0
18,72,1.095445,cluster1
19,72,1.095445,cluster1
20,72,4.655642,cluster0
21,72,1.095445,cluster1
22,72,1.095445,cluster1
23,72,1.095445,cluster1
24,72,4.655642,cluster0
25,72,1.095445,cluster1
26,74,4.473068,cluster0
27,81,0.456435,cluster1
28,73,10.04158,cluster0
29,73,1.186732,cluster1
30,75,1.369306,cluster1
31,72,1.095445,cluster1
32,74,1.278019,cluster1
33,81,0.821584,cluster1
34,71,1.004158,cluster1
35,74,1.278019,cluster1
36,73,1.186732,cluster1
37,73,4.564355,cluster0
38,73,4.564355,cluster0
39,71,1.004158,cluster1
40,74,1.278019,cluster1
41,75,9.859006,cluster0
42,74,4.473068,cluster0
43,73,1.186732,cluster1
44,73,4.564355,cluster0
45,78,0.547723,cluster1
46,73,4.564355,cluster0
47,74,11.410887,cluster0
48,73,4.564355,cluster0
49,71,1.004158,cluster1
50,73,1.186732,cluster1
51,71,1.004158,cluster1
52,72,1.095445,cluster1
53,73,1.186732,cluster1
54,73,1.186732,cluster1
55,73,1.186732,cluster1
56,71,1.004158,cluster1
57,74,1.278019,cluster1
58,73,1.186732,cluster1
59,71,1.004158,cluster1
60,72,1.095445,cluster1
61,72,1.095445,cluster1
62,72,4.655642,cluster0
63,71,1.004158,cluster1
64,72,4.655642,cluster0
65,72,1.095445,cluster1
66,71,1.004158,cluster1
67,74,4.473068,cluster0
68,73,1.186732,cluster1
69,74,1.278019,cluster1
70,75,4.38178,cluster0
71,73,1.186732,cluster1
72,71,1.004158,cluster1
73,72,1.095445,cluster1
74,73,1.186732,cluster1
75,74,1.278019,cluster1
76,73,1.186732,cluster1
77,72,1.095445,cluster1
78,71,1.004158,cluster1
79,73,1.186732,cluster1
80,71,1.004158,cluster1
81,73,6.024948,cluster0
82,72,4.655642,cluster0
83,70,0.912871,cluster1
84,76,1.460593,cluster1
85,73,4.564355,cluster0
86,72,1.095445,cluster1
87,71,1.004158,cluster1
88,72,1.095445,cluster1
89,72,1.095445,cluster1
90,74,1.278019,cluster1
91,73,4.564355,cluster0
92,72,1.095445,cluster1
93,74,1.278019,cluster1
94,72,13.693064,cluster0
95,72,1.095445,cluster1
96,73,1.186732,cluster1
97,74,4.473068,cluster0
98,74,1.278019,cluster1
99,72,1.095445,cluster1
100,73,1.186732,cluster1
101,72,1.095445,cluster1
102,73,1.186732,cluster1
103,72,1.095445,cluster1
104,76,4.290493,cluster0
105,72,1.095445,cluster1
106,73,1.186732,cluster1
107,75,1.369306,cluster1
108,73,1.186732,cluster1
109,74,4.473068,cluster0
110,74,1.278019,cluster1
111,108,4.38178,cluster0
112,73,1.186732,cluster1
113,73,1.186732,cluster1
114,72,1.095445,cluster1
115,114,4.929503,cluster0
116,73,4.564355,cluster0
117,76,4.290493,cluster0
118,73,1.186732,cluster1
119,74,13.51049,cluster0
120,70,0.912871,cluster1
121,70,0.912871,cluster1
122,72,1.095445,cluster1
123,75,4.38178,cluster0
124,72,1.095445,cluster1
125,75,1.369306,cluster1
126,73,1.186732,cluster1
127,73,1.186732,cluster1
128,71,1.004158,cluster1
129,71,1.004158,cluster1
130,81,8.672274,cluster0
131,71,1.004158,cluster1
132,74,1.278019,cluster1
133,74,4.473068,cluster0
134,72,1.095445,cluster1
135,75,4.38178,cluster0
