0,139,3581.5,cluster0
1,118,3302,cluster0
2,93,1152.16,cluster0
3,90,777.6,cluster0
4,191,85022.037037,cluster1
5,126,3424.7,cluster0
6,119,3688,cluster0
7,214,105871.857143,cluster1
8,94,2746,cluster0
9,125,3158.181818,cluster0
10,128,3653.75,cluster0
11,222,109809.45,cluster1
12,146,3471.571429,cluster0
13,148,3822.4,cluster0
14,125,3767.142857,cluster0
15,112,3314.285714,cluster0
16,111,3073.818182,cluster0
17,126,3458.2,cluster0
18,126,3458.2,cluster0
19,116,4522.2,cluster0
20,126,3638,cluster0
21,146,3471.571429,cluster0
22,115,3569,cluster0
23,130,3680.666667,cluster0
24,129,4537,cluster0
25,93,1191,cluster0
26,115,3569,cluster0
27,130,3680.666667,cluster0
28,126,3458.2,cluster0
29,135,3913.25,cluster0
30,92,1012.045455,cluster0
31,137,3719,cluster0
32,119,3688,cluster0
33,135,3913.25,cluster0
34,94,1151.06383,cluster0
35,126,3458.2,cluster0
36,139,3382.375,cluster0
37,135,3913.25,cluster0
38,122,3658.5,cluster0
39,91,954.217391,cluster0
40,129,4537,cluster0
41,133,11085.290323,cluster0
42,96,1372.612245,cluster0
43,126,3458.2,cluster0
44,131,3426.714286,cluster0
45,148,3822.4,cluster0
46,100,3443.875,cluster0
47,137,3465,cluster0
48,146,3471.571429,cluster0
49,135,3913.25,cluster0
50,122,3252.909091,cluster0
51,89,772.404762,cluster0
52,131,3426.714286,cluster0
53,109,2773.375,cluster0
54,126,3458.2,cluster0
55,135,3913.25,cluster0
56,123,3426.769231,cluster0
57,88,805.976744,cluster0
58,135,3913.25,cluster0
59,118,2595.142857,cluster0
60,89,772.404762,cluster0
61,135,3913.25,cluster0
62,135,3913.25,cluster0
63,241,118511.222222,cluster1
64,112,3866.5,cluster0
65,94,1175.891304,cluster0
66,135,10179.529412,cluster0
67,137,3465,cluster0
68,134,3966.625,cluster0
69,148,3822.4,cluster0
70,131,32931.8,cluster0
71,93,1136.755102,cluster0
72,89,754.465116,cluster0
73,115,3569,cluster0
74,121,3436.375,cluster0
75,126,9495.948718,cluster0
76,90,1029.170213,cluster0
77,122,3467.636364,cluster0
78,126,3458.2,cluster0
79,126,3458.2,cluster0
80,121,4013.2,cluster0
81,90,758.634146,cluster0
82,123,3684.4,cluster0
83,229,114627.105263,cluster1
84,135,3913.25,cluster0
85,91,999.543478,cluster0
86,138,3480,cluster0
87,115,3569,cluster0
88,121,2801,cluster0
89,142,3905.666667,cluster0
90,116,4522.2,cluster0
91,118,2595.142857,cluster0
92,126,3458.2,cluster0
93,100,3443.875,cluster0
94,137,3465,cluster0
95,135,3913.25,cluster0
96,142,3905.666667,cluster0
97,94,1201.666667,cluster0
98,132,4423.333333,cluster0
99,146,3471.571429,cluster0
100,121,4013.2,cluster0
101,135,3913.25,cluster0
102,130,3639,cluster0
103,116,4522.2,cluster0
104,94,1228.613636,cluster0
105,132,3527.888889,cluster0
106,121,2968.25,cluster0
107,137,3763.5,cluster0
108,135,3913.25,cluster0
109,93,1184.744681,cluster0
110,137,3465,cluster0
111,119,3324,cluster0
112,127,3389.8,cluster0
113,137,3763.5,cluster0
114,126,3458.2,cluster0
115,135,3913.25,cluster0
116,133,3391.090909,cluster0
117,137,3763.5,cluster0
118,116,4522.2,cluster0
119,91,975.066667,cluster0
120,125,4234,cluster0
121,126,3458.2,cluster0
122,92,987.116279,cluster0
123,124,2906,cluster0
124,135,3913.25,cluster0
125,131,3426.714286,cluster0
126,126,3458.2,cluster0
127,138,3659.333333,cluster0
128,131,3426.714286,cluster0
129,89,772.404762,cluster0
130,135,3913.25,cluster0
131,93,1210.304348,cluster0
132,93,1136.755102,cluster0
133,93,1422.705882,cluster0
134,139,3581.5,cluster0
135,95,1395.291667,cluster0
136,148,3822.4,cluster0
137,124,4338,cluster0
138,133,4122,cluster0
139,115,2738.285714,cluster0
140,126,3458.2,cluster0
141,138,3659.333333,cluster0
142,124,3561.538462,cluster0
143,142,3905.666667,cluster0
144,135,3913.25,cluster0
145,239,119266.388889,cluster1
146,133,3245.333333,cluster0
147,94,1175.891304,cluster0
148,202,86946.5,cluster1
149,126,3458.2,cluster0
150,124,4699.545455,cluster0
151,93,1184.744681,cluster0
152,121,3436.375,cluster0
153,141,4207.714286,cluster0
154,127,4049.090909,cluster0
155,146,3628,cluster0
156,125,3491.75,cluster0
157,120,3061.555556,cluster0
158,135,3913.25,cluster0
159,94,1228.613636,cluster0
160,130,3960.727273,cluster0
161,133,3245.333333,cluster0
162,209,101680.909091,cluster1
163,146,3628,cluster0
164,105,3902.142857,cluster0
165,146,3628,cluster0
166,126,3458.2,cluster0
167,135,3913.25,cluster0
168,115,2876.4,cluster0
169,127,3145.375,cluster0
170,123,3426.769231,cluster0
171,108,2794.5,cluster0
172,120,3063.833333,cluster0
173,148,3822.4,cluster0
174,141,3785.555556,cluster0
175,208,93237.791667,cluster1
176,135,3913.25,cluster0
177,133,3606.181818,cluster0
178,135,3913.25,cluster0
179,135,3913.25,cluster0
180,130,3680.666667,cluster0
181,89,772.404762,cluster0
182,96,1358.791667,cluster0
183,138,3659.333333,cluster0
184,136,3074,cluster0
185,116,4522.2,cluster0
186,135,3913.25,cluster0
187,121,2801,cluster0
188,124,4338,cluster0
189,128,3339.5,cluster0
190,116,2704,cluster0
191,92,964.772727,cluster0
192,143,2821.5,cluster0
193,143,2821.5,cluster0
194,135,3913.25,cluster0
195,133,11060.774194,cluster0
196,135,3913.25,cluster0
197,135,3913.25,cluster0
198,128,3339.5,cluster0
199,135,44460.090909,cluster0
200,135,34530.276316,cluster0
201,115,3569,cluster0
202,115,3569,cluster0
203,116,4522.2,cluster0
204,95,1424.978723,cluster0
205,130,3210.4,cluster0
206,112,3866.5,cluster0
207,130,3680.666667,cluster0
208,116,3043.8,cluster0
209,110,4009.75,cluster0
210,135,3913.25,cluster0
211,115,3569,cluster0
212,135,3913.25,cluster0
213,130,3210.4,cluster0
214,94,1396.9,cluster0
215,113,3833,cluster0
216,122,3621.625,cluster0
217,126,3754.666667,cluster0
218,93,1184.744681,cluster0
219,190,82303.142857,cluster1
220,126,3424.7,cluster0
221,122,3252.909091,cluster0
222,138,3480,cluster0
