@relation traffic_pattern

@attribute dataave real
@attribute datavar real
@attribute class {label}

@data
54.0,0.0,label
74.5,420.25,label
78.6,403.44000000000005,label
128.11111111111111,8794.320987654319,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
83.28571428571429,343.06122448979596,label
64.25,315.1875,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
83.28571428571429,343.06122448979596,label
64.25,315.1875,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
83.28571428571429,343.06122448979596,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
83.28571428571429,343.06122448979596,label
70.4,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44,label
102.0,3074.0,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
78.6,403.44000000000005,label
74.5,420.25,label
78.6,403.44000000000005,label
78.6,403.44000000000005,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
70.4,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
72.83333333333333,365.8055555555556,label
246.45454545454547,98478.70247933884,label
124.6,7979.4400000000005,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
102.5,3192.25,label
78.6,403.44000000000005,label
70.4,403.44000000000005,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
81.33333333333333,373.5555555555556,label
64.25,315.1875,label
74.5,420.25,label
72.83333333333333,365.8055555555556,label
228.44,89272.96639999999,label
74.5,420.25,label
103.28571428571429,4422.489795918367,label
121.16666666666667,9395.805555555553,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
70.4,403.44,label
116.0,3885.5,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
78.6,403.44000000000005,label
78.6,403.44000000000005,label
74.5,420.25,label
78.6,403.44000000000005,label
78.6,403.44000000000005,label
78.6,403.44000000000005,label
74.5,420.25,label
67.66666666666667,373.5555555555556,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
74.5,420.25,label
74.5,420.25,label
78.6,403.44000000000005,label
125.71428571428571,17475.346938775507,label
97.0,0.0,label
97.0,0.0,label
97.0,0.0,label
118.82352941176471,14650.73356401384,label
97.0,0.0,label
97.0,0.0,label
115.88888888888889,13983.20987654321,label
97.0,0.0,label
97.0,0.0,label
118.82352941176471,14650.73356401384,label
97.0,0.0,label
97.0,0.0,label
115.88888888888889,13983.209876543207,label
97.0,0.0,label
97.0,0.0,label
117.61111111111111,13861.793209876547,label
97.0,0.0,label
97.0,0.0,label
121.73333333333333,16532.195555555554,label
97.0,0.0,label
97.0,0.0,label
97.0,0.0,label
115.88888888888889,13983.209876543207,label
97.0,0.0,label
97.0,0.0,label
120.1875,15534.77734375,label
97.0,0.0,label
97.0,0.0,label
97.0,0.0,label
114.89473684210526,13265.041551246535,label
97.0,0.0,label
97.0,0.0,label
115.88888888888889,13983.20987654321,label
97.0,0.0,label
97.0,0.0,label
118.82352941176471,14650.73356401384,label
97.0,0.0,label
97.0,0.0,label
118.25,15680.9375,label
97.0,0.0,label
97.0,0.0,label
97.0,0.0,label
115.88888888888889,13983.20987654321,label
97.0,0.0,label
97.0,0.0,label
120.1875,15534.77734375,label
97.0,0.0,label
97.0,0.0,label
97.0,0.0,label
115.88888888888889,13983.209876543207,label
97.0,0.0,label
97.0,0.0,label
114.89473684210526,13265.041551246535,label
97.0,0.0,label
97.0,0.0,label
114.89473684210526,13265.041551246535,label
97.0,0.0,label
97.0,0.0,label
117.61111111111111,13861.793209876547,label
97.0,0.0,label
97.0,0.0,label
117.0,14783.529411764706,label
97.0,0.0,label
97.0,0.0,label
67.6,10.240000000000002,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
68.0,12.0,label
