"No.","data_variance","data_average","class"
1015,83.28571428571429,343.06122448979596,label
1016,64.25,315.1875,label
1017,74.5,420.25,label
1018,74.5,420.25,label
1019,81.33333333333333,373.5555555555556,label
1020,64.25,315.1875,label
1021,74.5,420.25,label
1022,74.5,420.25,label
1023,78.6,403.44000000000005,label
1024,77.42857142857143,411.6734693877552,label
1025,106.0,4688.5,label
1026,74.5,420.25,label
1027,74.5,420.25,label
1028,74.5,420.25,label
1029,74.5,420.25,label
1030,74.5,420.25,label
1031,78.6,403.44000000000005,label
1032,74.5,420.25,label
1033,74.5,420.25,label
1034,74.5,420.25,label
1035,74.5,420.25,label
1036,78.6,403.44000000000005,label
1037,74.5,420.25,label
1038,74.5,420.25,label
1039,74.5,420.25,label
1040,74.5,420.25,label
1041,74.5,420.25,label
1042,74.5,420.25,label
1043,74.5,420.25,label
1044,74.5,420.25,label
1045,74.5,420.25,label
1046,74.5,420.25,label
1047,74.5,420.25,label
1048,74.5,420.25,label
1049,81.33333333333333,373.5555555555556,label
1050,64.25,315.1875,label
1051,70.4,403.44000000000005,label
1052,74.5,420.25,label
1053,74.5,420.25,label
1054,74.5,420.25,label
1055,74.5,420.25,label
1056,74.5,420.25,label
1057,74.5,420.25,label
1058,72.83333333333333,365.8055555555556,label
1059,228.8,89396.48,label
1060,74.5,420.25,label
1061,74.5,420.25,label
1062,74.5,420.25,label
1063,74.5,420.25,label
1064,103.14285714285714,4388.693877551021,label
1065,121.5,9538.25,label
1066,74.5,420.25,label
1067,74.5,420.25,label
1068,74.5,420.25,label
1069,74.5,420.25,label
1070,74.5,420.25,label
1071,74.5,420.25,label
1072,74.5,420.25,label
1073,74.5,420.25,label
1074,78.6,403.44000000000005,label
1075,74.5,420.25,label
1076,74.5,420.25,label
1077,74.5,420.25,label
1078,74.5,420.25,label
1079,74.5,420.25,label
1080,78.6,403.44000000000005,label
1081,74.5,420.25,label
1082,74.5,420.25,label
1083,74.5,420.25,label
1084,74.5,420.25,label
1085,74.5,420.25,label
1086,74.5,420.25,label
1087,74.5,420.25,label
1088,74.5,420.25,label
1089,74.5,420.25,label
1090,74.5,420.25,label
1091,74.5,420.25,label
1092,74.5,420.25,label
1093,74.5,420.25,label
1094,74.5,420.25,label
1095,74.5,420.25,label
1096,74.5,420.25,label
1097,74.5,420.25,label
1098,74.5,420.25,label
1099,74.5,420.25,label
1100,74.5,420.25,label
1101,74.5,420.25,label
1102,74.5,420.25,label
1103,74.5,420.25,label
1104,74.5,420.25,label
1105,78.6,403.44000000000005,label
1106,78.6,403.44000000000005,label
1107,74.5,420.25,label
1108,74.5,420.25,label
1109,74.5,420.25,label
1110,74.5,420.25,label
1111,74.5,420.25,label
1112,74.5,420.25,label
1113,74.5,420.25,label
1114,74.5,420.25,label
1115,74.5,420.25,label
1116,78.6,403.44000000000005,label
1117,70.4,403.44,label
1118,116.25,3937.6875,label
1119,74.5,420.25,label
1120,74.5,420.25,label
1121,74.5,420.25,label
1122,74.5,420.25,label
1123,74.5,420.25,label
1124,67.66666666666667,373.5555555555556,label
1125,74.5,420.25,label
1126,74.5,420.25,label
1127,74.5,420.25,label
1128,74.5,420.25,label
1129,74.5,420.25,label
1130,74.5,420.25,label
1131,74.5,420.25,label
1132,251.22727272727272,97054.90289256196,label
1133,74.5,420.25,label
1134,74.5,420.25,label
1135,74.5,420.25,label
1136,77.42857142857143,411.6734693877552,label
1137,74.5,420.25,label
1138,74.5,420.25,label
1139,74.5,420.25,label
1140,74.5,420.25,label
1141,74.5,420.25,label
1142,74.5,420.25,label
1143,74.5,420.25,label
1144,74.5,420.25,label
1145,103.14285714285714,4388.693877551021,label
1146,121.16666666666667,9395.805555555553,label
1147,74.5,420.25,label
1148,74.5,420.25,label
1149,74.5,420.25,label
1150,74.5,420.25,label
1151,74.5,420.25,label
1152,74.5,420.25,label
1153,74.5,420.25,label
1154,74.5,420.25,label
1155,74.5,420.25,label
1156,74.5,420.25,label
1157,74.5,420.25,label
1158,74.5,420.25,label
1159,77.42857142857143,411.6734693877552,label
1160,74.5,420.25,label
1161,78.6,403.44000000000005,label
1162,74.5,420.25,label
1163,116.5,3990.25,label
1164,78.6,403.44000000000005,label
1165,78.6,403.44000000000005,label
1166,78.6,403.44000000000005,label
1167,74.5,420.25,label
1168,74.5,420.25,label
1169,74.5,420.25,label
1170,74.5,420.25,label
1171,74.5,420.25,label
1172,78.6,403.44000000000005,label
1173,74.5,420.25,label
1174,74.5,420.25,label
1175,74.5,420.25,label
1176,74.5,420.25,label
1177,74.5,420.25,label
1178,74.5,420.25,label
1179,74.5,420.25,label
1180,78.6,403.44000000000005,label
1181,74.5,420.25,label
1182,74.5,420.25,label
1183,74.5,420.25,label
1184,74.5,420.25,label
1185,74.5,420.25,label
1186,74.5,420.25,label
1187,74.5,420.25,label
1188,74.5,420.25,label
1189,77.42857142857143,411.6734693877552,label
1190,74.5,420.25,label
1191,74.5,420.25,label
1192,74.5,420.25,label
1193,74.5,420.25,label
1194,74.5,420.25,label
1195,74.5,420.25,label
1196,74.5,420.25,label
1197,74.5,420.25,label
1198,74.5,420.25,label
1199,74.5,420.25,label
1200,77.42857142857143,411.6734693877552,label
1201,74.5,420.25,label
1202,74.5,420.25,label
1203,74.5,420.25,label
1204,74.5,420.25,label
1205,67.66666666666667,373.5555555555556,label
1206,74.5,420.25,label
1207,74.5,420.25,label
1208,184.5151515151515,73363.09825528009,label
1209,74.5,420.25,label
1210,74.5,420.25,label
1211,74.5,420.25,label
1212,74.5,420.25,label
1213,74.5,420.25,label
1214,74.5,420.25,label
1215,74.5,420.25,label
1216,74.5,420.25,label
1217,74.5,420.25,label
1218,128.11111111111111,8822.0987654321,label
1219,74.5,420.25,label
1220,81.33333333333333,373.5555555555556,label
1221,64.25,315.1875,label
1222,78.6,403.44,label
1223,106.75,4862.6875,label
1224,74.5,420.25,label
1225,74.5,420.25,label
1226,74.5,420.25,label
1227,74.5,420.25,label
1228,74.5,420.25,label
1229,74.5,420.25,label
1230,74.5,420.25,label
1231,74.5,420.25,label
1232,74.5,420.25,label
1233,74.5,420.25,label
1234,81.33333333333333,373.5555555555556,label
1235,64.25,315.1875,label
1236,74.5,420.25,label
1237,81.33333333333333,373.5555555555556,label
1238,64.25,315.1875,label
1239,74.5,420.25,label
1240,81.33333333333333,373.5555555555556,label
1241,64.25,315.1875,label
1242,74.5,420.25,label
1243,74.5,420.25,label
1244,74.5,420.25,label
1245,74.5,420.25,label
1246,74.5,420.25,label
1247,74.5,420.25,label
1248,74.5,420.25,label
1249,81.33333333333333,373.5555555555556,label
1250,64.25,315.1875,label
1251,74.5,420.25,label
1252,74.5,420.25,label
1253,74.5,420.25,label
1254,74.5,420.25,label
1255,83.28571428571429,343.06122448979596,label
1256,64.25,315.1875,label
1257,74.5,420.25,label
1258,78.6,403.44000000000005,label
1259,81.33333333333333,373.5555555555556,label
1260,70.4,403.44000000000005,label
1261,74.5,420.25,label
1262,83.28571428571429,343.06122448979596,label
1263,70.4,403.44000000000005,label
1264,83.28571428571429,343.06122448979596,label
1265,64.25,315.1875,label
1266,74.5,420.25,label
1267,81.33333333333333,373.5555555555556,label
1268,64.25,315.1875,label
1269,83.28571428571429,343.06122448979596,label
1270,64.25,315.1875,label
1271,74.5,420.25,label
1272,74.5,420.25,label
1273,74.5,420.25,label
1274,74.5,420.25,label
1275,74.5,420.25,label
1276,83.28571428571429,343.06122448979596,label
1277,64.25,315.1875,label
1278,70.4,403.44000000000005,label
1279,81.33333333333333,373.5555555555556,label
1280,64.25,315.1875,label
1281,74.5,420.25,label
1282,78.6,403.44,label
1283,82.22222222222223,981.7283950617283,label
1284,196.78125,74105.0458984375,label
1285,134.0,13480.5,label
1286,74.5,420.25,label
1287,74.5,420.25,label
1288,74.5,420.25,label
1289,74.5,420.25,label
1290,74.5,420.25,label
1291,74.5,420.25,label
1292,74.5,420.25,label
1293,74.5,420.25,label
1294,74.5,420.25,label
1295,81.33333333333333,373.5555555555556,label
1296,64.25,315.1875,label
1297,74.5,420.25,label
1298,74.5,420.25,label
1299,74.5,420.25,label
1300,74.5,420.25,label
1301,74.5,420.25,label
1302,74.5,420.25,label
1303,74.5,420.25,label
1304,74.5,420.25,label
1305,74.5,420.25,label
1306,74.5,420.25,label
1307,74.5,420.25,label
1308,74.5,420.25,label
1309,74.5,420.25,label
1310,74.5,420.25,label
1311,74.5,420.25,label
1312,81.33333333333333,373.5555555555556,label
1313,70.4,403.44000000000005,label
1314,74.5,420.25,label
1315,78.6,403.44,label
1316,104.0,3817.2,label
1317,78.6,403.44000000000005,label
1318,81.33333333333333,373.5555555555556,label
1319,64.25,315.1875,label
1320,74.5,420.25,label
1321,74.5,420.25,label
1322,74.5,420.25,label
1323,74.5,420.25,label
1324,74.5,420.25,label
1325,74.5,420.25,label
1326,81.33333333333333,373.5555555555556,label
1327,74.5,420.25,label
1328,74.5,420.25,label
1329,74.5,420.25,label
1330,74.5,420.25,label
1331,74.5,420.25,label
1332,81.33333333333333,373.5555555555556,label
1333,64.25,315.1875,label
1334,74.5,420.25,label
1335,81.33333333333333,373.5555555555556,label
1336,64.25,315.1875,label
1337,74.5,420.25,label
1338,74.5,420.25,label
1339,74.5,420.25,label
1340,81.33333333333333,373.5555555555556,label
1341,74.5,420.25,label
1342,74.5,420.25,label
1343,74.5,420.25,label
1344,78.6,403.44,label
1345,64.25,315.1875,label
1346,74.5,420.25,label
1347,81.33333333333333,373.5555555555556,label
1348,72.83333333333333,365.8055555555556,label
1349,248.45454545454547,98119.61157024793,label
1350,74.5,420.25,label
1351,74.5,420.25,label
1352,74.5,420.25,label
1353,74.5,420.25,label
1354,74.5,420.25,label
1355,101.33333333333333,3424.8888888888887,label
1356,135.25,13982.6875,label
1357,74.5,420.25,label
1358,74.5,420.25,label
1359,74.5,420.25,label
1360,74.5,420.25,label
1361,74.5,420.25,label
1362,74.5,420.25,label
1363,77.42857142857143,411.6734693877552,label
1364,106.25,4746.1875,label
1365,74.5,420.25,label
1366,74.5,420.25,label
1367,74.5,420.25,label
1368,81.33333333333333,373.5555555555556,label
1369,64.25,315.1875,label
1370,74.5,420.25,label
1371,74.5,420.25,label
1372,74.5,420.25,label
1373,78.6,403.44000000000005,label
1374,74.5,420.25,label
1375,74.5,420.25,label
1376,74.5,420.25,label
1377,81.33333333333333,373.5555555555556,label
1378,64.25,315.1875,label
1379,74.5,420.25,label
1380,78.6,403.44000000000005,label
1381,74.5,420.25,label
1382,74.5,420.25,label
1383,81.33333333333333,373.5555555555556,label
1384,64.25,315.1875,label
1385,81.33333333333333,373.5555555555556,label
1386,64.25,315.1875,label
1387,81.33333333333333,373.5555555555556,label
1388,64.25,315.1875,label
1389,74.5,420.25,label
1390,74.5,420.25,label
1391,74.5,420.25,label
1392,74.5,420.25,label
1393,74.5,420.25,label
1394,74.5,420.25,label
1395,81.33333333333333,373.5555555555556,label
1396,64.25,315.1875,label
1397,74.5,420.25,label
1398,81.33333333333333,373.5555555555556,label
1399,74.5,420.25,label
1400,74.5,420.25,label
1401,74.5,420.25,label
1402,74.5,420.25,label
1403,81.33333333333333,373.5555555555556,label
1404,64.25,315.1875,label
1405,74.5,420.25,label
1406,74.5,420.25,label
1407,74.5,420.25,label
1408,74.5,420.25,label
1409,78.6,403.44000000000005,label
1410,78.6,403.44000000000005,label
1411,74.5,420.25,label
1412,81.33333333333333,373.5555555555556,label
1413,64.25,315.1875,label
1414,74.5,420.25,label
1415,78.6,403.44,label
1416,64.25,315.1875,label
1417,74.5,420.25,label
1418,74.5,420.25,label
1419,74.5,420.25,label
1420,74.5,420.25,label
1421,78.6,403.44000000000005,label
1422,74.5,420.25,label
1423,78.6,403.44,label
1424,89.25,1677.6875,label
1425,72.0,336.5,label
1426,226.56,89569.3664,label
1427,74.5,420.25,label
1428,78.6,403.44000000000005,label
1429,74.5,420.25,label
1430,77.42857142857143,411.6734693877552,label
1431,74.5,420.25,label
1432,74.5,420.25,label
1433,128.66666666666666,9773.333333333332,label
1434,74.5,420.25,label
1435,74.5,420.25,label
1436,74.5,420.25,label
1437,74.5,420.25,label
1438,74.5,420.25,label
1439,74.5,420.25,label
1440,74.5,420.25,label
1441,74.5,420.25,label
1442,74.5,420.25,label
1443,74.5,420.25,label
1444,74.5,420.25,label
1445,74.5,420.25,label
1446,74.5,420.25,label
1447,74.5,420.25,label
1448,74.5,420.25,label
1449,74.5,420.25,label
1450,74.5,420.25,label
1451,78.6,403.44000000000005,label
1452,74.5,420.25,label
1453,74.5,420.25,label
1454,74.5,420.25,label
1455,74.5,420.25,label
1456,74.5,420.25,label
1457,74.5,420.25,label
1458,74.5,420.25,label
1459,74.5,420.25,label
1460,74.5,420.25,label
1461,74.5,420.25,label
1462,78.6,403.44000000000005,label
1463,74.5,420.25,label
1464,74.5,420.25,label
1465,74.5,420.25,label
1466,74.5,420.25,label
1467,74.5,420.25,label
1468,74.5,420.25,label
1469,74.5,420.25,label
1470,78.6,403.44000000000005,label
1471,70.4,403.44,label
1472,116.75,4043.1875,label
1473,74.5,420.25,label
1474,78.6,403.44000000000005,label
1475,74.5,420.25,label
1476,74.5,420.25,label
1477,74.5,420.25,label
1478,78.6,403.44000000000005,label
1479,74.5,420.25,label
1480,74.5,420.25,label
1481,74.5,420.25,label
1482,74.5,420.25,label
1483,78.6,403.44000000000005,label
1484,74.5,420.25,label
1485,74.5,420.25,label
1486,74.5,420.25,label
1487,77.42857142857143,411.6734693877552,label
1488,74.5,420.25,label
1489,74.5,420.25,label
1490,78.6,403.44000000000005,label
1491,78.6,403.44000000000005,label
1492,74.5,420.25,label
1493,70.4,403.44000000000005,label
1494,66.0,296.3333333333333,label
1495,239.7391304347826,96091.9319470699,label
1496,74.5,420.25,label
1497,74.5,420.25,label
1498,74.5,420.25,label
1499,74.5,420.25,label
1500,74.5,420.25,label
1501,74.5,420.25,label
1502,74.5,420.25,label
1503,128.22222222222223,9681.061728395061,label
1504,74.5,420.25,label
1505,74.5,420.25,label
1506,78.6,403.44000000000005,label
1507,70.4,403.44000000000005,label
1508,95.0,0.0,label
1509,69.375,393.984375,label
1510,74.5,420.25,label
1511,74.5,420.25,label
1512,74.5,420.25,label
1513,78.6,403.44000000000005,label
1514,70.4,403.44000000000005,label
1515,104.0,3817.2,label
1516,74.5,420.25,label
1517,74.5,420.25,label
1518,74.5,420.25,label
1519,74.5,420.25,label
1520,74.5,420.25,label
1521,74.5,420.25,label
1522,74.5,420.25,label
1523,74.5,420.25,label
1524,78.6,403.44000000000005,label
1525,74.5,420.25,label
1526,74.5,420.25,label
1527,78.6,403.44000000000005,label
1528,78.6,403.44000000000005,label
1529,70.4,403.44000000000005,label
1530,74.5,420.25,label
1531,74.5,420.25,label
1532,78.6,403.44000000000005,label
1533,74.5,420.25,label
1534,78.6,403.44000000000005,label
1535,70.4,403.44000000000005,label
1536,74.5,420.25,label
1537,74.5,420.25,label
1538,74.5,420.25,label
1539,74.5,420.25,label
1540,74.5,420.25,label
1541,78.6,403.44000000000005,label
1542,74.5,420.25,label
1543,74.5,420.25,label
1544,74.5,420.25,label
1545,74.5,420.25,label
1546,74.5,420.25,label
1547,74.5,420.25,label
1548,78.6,403.44000000000005,label
1549,81.33333333333333,373.5555555555556,label
1550,72.22222222222223,415.06172839506166,label
1551,74.5,420.25,label
1552,74.5,420.25,label
1553,74.5,420.25,label
1554,74.5,420.25,label
1555,74.5,420.25,label
1556,74.5,420.25,label
1557,74.5,420.25,label
1558,74.5,420.25,label
1559,74.5,420.25,label
1560,74.5,420.25,label
1561,74.5,420.25,label
1562,74.5,420.25,label
1563,81.33333333333333,373.5555555555556,label
1564,67.66666666666667,373.5555555555556,label
1565,74.5,420.25,label
1566,78.6,403.44000000000005,label
1567,70.4,403.44000000000005,label
1568,74.5,420.25,label
1569,74.5,420.25,label
1570,74.5,420.25,label
1571,209.25,82532.6875,label
1572,74.5,420.25,label
1573,77.42857142857143,411.6734693877552,label
1574,74.5,420.25,label
1575,81.33333333333333,373.5555555555556,label
1576,104.5,4350.25,label
1577,74.5,420.25,label
1578,81.33333333333333,373.5555555555556,label
1579,70.4,403.44000000000005,label
1580,74.5,420.25,label
1581,74.5,420.25,label
1582,74.5,420.25,label
1583,74.5,420.25,label
1584,74.5,420.25,label
1585,128.33333333333334,9652.222222222223,label
1586,74.5,420.25,label
1587,74.5,420.25,label
1588,74.5,420.25,label
1589,74.5,420.25,label
1590,83.28571428571429,343.06122448979596,label
1591,70.4,403.44000000000005,label
1592,74.5,420.25,label
1593,74.5,420.25,label
1594,74.5,420.25,label
1595,74.5,420.25,label
1596,74.5,420.25,label
1597,74.5,420.25,label
1598,74.5,420.25,label
1599,74.5,420.25,label
1600,78.6,403.44000000000005,label
1601,74.5,420.25,label
1602,74.5,420.25,label
1603,74.5,420.25,label
1604,81.33333333333333,373.5555555555556,label
1605,70.4,403.44000000000005,label
1606,74.5,420.25,label
1607,81.33333333333333,373.5555555555556,label
1608,64.25,315.1875,label
1609,74.5,420.25,label
1610,78.6,403.44000000000005,label
1611,74.5,420.25,label
1612,74.5,420.25,label
1613,74.5,420.25,label
1614,74.5,420.25,label
1615,74.5,420.25,label
1616,74.5,420.25,label
1617,81.33333333333333,373.5555555555556,label
1618,64.25,315.1875,label
1619,74.5,420.25,label
1620,74.5,420.25,label
1621,74.5,420.25,label
1622,74.5,420.25,label
1623,74.5,420.25,label
1624,74.5,420.25,label
1625,81.33333333333333,373.5555555555556,label
1626,64.25,315.1875,label
1627,83.28571428571429,343.06122448979596,label
1628,64.25,315.1875,label
1629,74.5,420.25,label
1630,74.5,420.25,label
1631,74.5,420.25,label
1632,74.5,420.25,label
1633,81.33333333333333,373.5555555555556,label
1634,64.25,315.1875,label
1635,78.6,403.44,label
1636,104.75,4405.6875,label
1637,74.5,420.25,label
1638,74.5,420.25,label
1639,74.5,420.25,label
1640,83.28571428571429,343.06122448979596,label
1641,64.25,315.1875,label
1642,74.5,420.25,label
1643,74.5,420.25,label
1644,253.42857142857142,101469.95918367346,label
1645,74.5,420.25,label
1646,74.5,420.25,label
1647,78.6,403.44000000000005,label
1648,78.6,403.44000000000005,label
1649,127.55555555555556,8707.802469135804,label
1650,78.6,403.44000000000005,label
1651,78.6,403.44000000000005,label
1652,74.5,420.25,label
1653,74.5,420.25,label
1654,74.5,420.25,label
1655,74.5,420.25,label
1656,74.5,420.25,label
1657,74.5,420.25,label
1658,74.5,420.25,label
1659,74.5,420.25,label
1660,81.33333333333333,373.5555555555556,label
1661,70.4,403.44000000000005,label
1662,74.5,420.25,label
1663,74.5,420.25,label
1664,74.5,420.25,label
1665,74.5,420.25,label
1666,74.5,420.25,label
1667,74.5,420.25,label
1668,74.5,420.25,label
1669,74.5,420.25,label
1670,81.33333333333333,373.5555555555556,label
1671,64.25,315.1875,label
1672,74.5,420.25,label
1673,74.5,420.25,label
1674,74.5,420.25,label
1675,81.33333333333333,373.5555555555556,label
1676,64.25,315.1875,label
1677,78.6,403.44000000000005,label
1678,74.5,420.25,label
1679,74.5,420.25,label
1680,74.5,420.25,label
1681,74.5,420.25,label
1682,74.5,420.25,label
1683,74.5,420.25,label
1684,74.5,420.25,label
1685,74.5,420.25,label
1686,74.5,420.25,label
1687,74.5,420.25,label
1688,74.5,420.25,label
1689,74.5,420.25,label
1690,74.5,420.25,label
1691,78.6,403.44,label
1692,106.75,4862.6875,label
1693,74.5,420.25,label
1694,74.5,420.25,label
1695,74.5,420.25,label
1696,78.6,403.44000000000005,label
1697,74.5,420.25,label
1698,81.33333333333333,373.5555555555556,label
1699,64.25,315.1875,label
1700,74.5,420.25,label
1701,74.5,420.25,label
1702,74.5,420.25,label
1703,74.5,420.25,label
1704,74.5,420.25,label
1705,81.33333333333333,373.5555555555556,label
1706,64.25,315.1875,label
1707,78.6,403.44000000000005,label
1708,74.5,420.25,label
1709,70.4,403.44000000000005,label
1710,74.5,420.25,label
1711,74.5,420.25,label
1712,81.33333333333333,373.5555555555556,label
1713,74.5,420.25,label
1714,74.5,420.25,label
1715,74.5,420.25,label
1716,74.5,420.25,label
1717,78.6,403.44000000000005,label
1718,74.5,420.25,label
1719,74.5,420.25,label
1720,72.83333333333333,365.8055555555556,label
1721,233.70833333333334,92074.78993055558,label
1722,74.5,420.25,label
1723,74.5,420.25,label
1724,74.5,420.25,label
1725,74.5,420.25,label
1726,74.5,420.25,label
1727,102.85714285714286,4330.408163265306,label
1728,121.66666666666667,9609.888888888889,label
1729,74.5,420.25,label
1730,77.42857142857143,411.6734693877552,label
1731,74.5,420.25,label
1732,74.5,420.25,label
1733,74.5,420.25,label
1734,74.5,420.25,label
1735,74.5,420.25,label
1736,74.5,420.25,label
1737,74.5,420.25,label
1738,74.5,420.25,label
1739,74.5,420.25,label
1740,74.5,420.25,label
1741,74.5,420.25,label
1742,74.5,420.25,label
1743,74.5,420.25,label
1744,74.5,420.25,label
1745,74.5,420.25,label
1746,74.5,420.25,label
1747,74.5,420.25,label
1748,67.66666666666667,373.5555555555556,label
1749,102.83333333333333,3272.472222222222,label
1750,78.6,403.44000000000005,label
1751,74.5,420.25,label
1752,74.5,420.25,label
1753,74.5,420.25,label
1754,74.5,420.25,label
1755,74.5,420.25,label
1756,74.5,420.25,label
1757,74.5,420.25,label
1758,74.5,420.25,label
1759,77.42857142857143,411.6734693877552,label
1760,74.5,420.25,label
1761,74.5,420.25,label
1762,74.5,420.25,label
1763,74.5,420.25,label
1764,74.5,420.25,label
1765,74.5,420.25,label
1766,74.5,420.25,label
1767,74.5,420.25,label
1768,78.6,403.44000000000005,label
1769,74.5,420.25,label
1770,78.6,403.44000000000005,label
1771,74.5,420.25,label
1772,74.5,420.25,label
1773,77.42857142857143,411.6734693877552,label
1774,74.5,420.25,label
1775,78.6,403.44000000000005,label
1776,74.5,420.25,label
1777,74.5,420.25,label
1778,74.5,420.25,label
1779,74.5,420.25,label
1780,74.5,420.25,label
1781,74.5,420.25,label
1782,78.6,403.44000000000005,label
1783,74.5,420.25,label
1784,74.5,420.25,label
1785,74.5,420.25,label
1786,74.5,420.25,label
1787,74.5,420.25,label
1788,79.625,393.984375,label
1789,74.5,420.25,label
1790,74.5,420.25,label
1791,74.5,420.25,label
1792,74.5,420.25,label
1793,66.0,296.3333333333333,label
1794,218.82142857142858,81145.28954081633,label
1795,135.25,13982.6875,label
1796,74.5,420.25,label
1797,74.5,420.25,label
1798,74.5,420.25,label
1799,74.5,420.25,label
1800,81.33333333333333,373.5555555555556,label
1801,64.25,315.1875,label
1802,81.33333333333333,373.5555555555556,label
1803,64.25,315.1875,label
1804,74.5,420.25,label
1805,78.6,403.44000000000005,label
1806,74.5,420.25,label
1807,81.33333333333333,373.5555555555556,label
1808,64.25,315.1875,label
1809,74.5,420.25,label
1810,74.5,420.25,label
1811,74.5,420.25,label
1812,74.5,420.25,label
1813,81.33333333333333,373.5555555555556,label
1814,64.25,315.1875,label
1815,78.6,403.44000000000005,label
1816,74.5,420.25,label
1817,74.5,420.25,label
1818,74.5,420.25,label
1819,74.5,420.25,label
1820,79.625,393.984375,label
1821,106.75,4862.6875,label
1822,74.5,420.25,label
1823,81.33333333333333,373.5555555555556,label
1824,64.25,315.1875,label
1825,81.33333333333333,373.5555555555556,label
1826,64.25,315.1875,label
1827,78.6,403.44000000000005,label
1828,78.6,403.44000000000005,label
1829,78.6,403.44000000000005,label
1830,74.5,420.25,label
1831,81.33333333333333,373.5555555555556,label
1832,64.25,315.1875,label
1833,74.5,420.25,label
1834,74.5,420.25,label
1835,74.5,420.25,label
1836,74.5,420.25,label
1837,83.28571428571429,343.06122448979596,label
1838,64.25,315.1875,label
1839,74.5,420.25,label
1840,74.5,420.25,label
1841,81.33333333333333,373.5555555555556,label
1842,64.25,315.1875,label
1843,74.5,420.25,label
1844,74.5,420.25,label
1845,74.5,420.25,label
1846,78.6,403.44000000000005,label
1847,74.5,420.25,label
1848,74.5,420.25,label
1849,74.5,420.25,label
1850,78.6,403.44000000000005,label
1851,74.5,420.25,label
1852,78.6,403.44000000000005,label
1853,74.5,420.25,label
1854,78.6,403.44,label
1855,64.25,315.1875,label
1856,74.5,420.25,label
1857,72.0,336.5,label
1858,249.5,98587.06818181818,label
1859,74.5,420.25,label
1860,74.5,420.25,label
1861,74.5,420.25,label
1862,74.5,420.25,label
1863,74.5,420.25,label
1864,74.5,420.25,label
1865,74.5,420.25,label
1866,143.85714285714286,11295.836734693878,label
1867,74.5,420.25,label
1868,74.5,420.25,label
1869,81.33333333333333,373.5555555555556,label
1870,64.25,315.1875,label
1871,74.5,420.25,label
1872,74.5,420.25,label
1873,74.5,420.25,label
1874,74.5,420.25,label
1875,74.5,420.25,label
1876,74.5,420.25,label
1877,74.5,420.25,label
1878,74.5,420.25,label
1879,74.5,420.25,label
1880,74.5,420.25,label
1881,74.5,420.25,label
1882,74.5,420.25,label
1883,74.5,420.25,label
1884,74.5,420.25,label
1885,74.5,420.25,label
1886,74.5,420.25,label
1887,74.5,420.25,label
1888,78.6,403.44000000000005,label
1889,81.33333333333333,373.5555555555556,label
1890,64.25,315.1875,label
1891,74.5,420.25,label
1892,74.5,420.25,label
1893,74.5,420.25,label
1894,74.5,420.25,label
1895,81.33333333333333,373.5555555555556,label
1896,106.5,4804.25,label
1897,74.5,420.25,label
1898,74.5,420.25,label
1899,74.5,420.25,label
1900,74.5,420.25,label
1901,74.5,420.25,label
1902,78.6,403.44000000000005,label
1903,74.5,420.25,label
1904,74.5,420.25,label
1905,74.5,420.25,label
1906,74.5,420.25,label
1907,81.33333333333333,373.5555555555556,label
1908,64.25,315.1875,label
1909,74.5,420.25,label
1910,74.5,420.25,label
1911,81.33333333333333,373.5555555555556,label
1912,64.25,315.1875,label
1913,74.5,420.25,label
1914,74.5,420.25,label
1915,74.5,420.25,label
1916,74.5,420.25,label
1917,74.5,420.25,label
1918,81.33333333333333,373.5555555555556,label
1919,64.25,315.1875,label
1920,81.33333333333333,373.5555555555556,label
1921,64.25,315.1875,label
1922,74.5,420.25,label
1923,81.33333333333333,373.5555555555556,label
1924,64.25,315.1875,label
1925,74.5,420.25,label
1926,70.4,403.44000000000005,label
1927,74.5,420.25,label
1928,74.5,420.25,label
1929,74.5,420.25,label
1930,74.5,420.25,label
1931,74.5,420.25,label
1932,74.5,420.25,label
1933,74.5,420.25,label
1934,74.5,420.25,label
