"No.","time_average","time_variance","data_variance","data_average","class"
"No.","data_Average","data_Variance","class"
189,194.33333333333334,22.222222222222218,label
190,194.33333333333334,22.222222222222218,label
191,196.0,25.0,label
192,197.66666666666666,22.222222222222218,label
193,196.0,25.0,label
194,194.33333333333334,22.222222222222218,label
195,194.33333333333334,22.222222222222218,label
196,196.0,25.0,label
197,196.0,25.0,label
198,194.33333333333334,22.222222222222218,label
199,194.33333333333334,22.222222222222218,label
200,196.0,25.0,label
201,197.66666666666666,22.222222222222218,label
202,196.0,25.0,label
203,194.33333333333334,22.222222222222218,label
204,194.33333333333334,22.222222222222218,label
205,196.0,25.0,label
206,196.0,25.0,label
207,194.33333333333334,22.222222222222218,label
208,194.33333333333334,22.222222222222218,label
209,196.0,25.0,label
210,197.66666666666666,22.222222222222218,label
211,196.0,25.0,label
212,194.33333333333334,22.222222222222218,label
213,194.33333333333334,22.222222222222218,label
214,196.0,25.0,label
215,196.0,25.0,label
216,194.33333333333334,22.222222222222218,label
217,194.33333333333334,22.222222222222218,label
218,196.0,25.0,label
219,197.66666666666666,22.222222222222218,label
220,196.0,25.0,label
221,194.33333333333334,22.222222222222218,label
222,194.33333333333334,22.222222222222218,label
223,196.0,25.0,label
224,196.0,25.0,label
225,194.33333333333334,22.222222222222218,label
226,194.33333333333334,22.222222222222218,label
227,196.0,25.0,label
228,197.66666666666666,22.222222222222218,label
229,196.0,25.0,label
230,194.33333333333334,22.222222222222218,label
231,194.33333333333334,22.222222222222218,label
232,196.0,25.0,label
233,196.0,25.0,label
234,194.33333333333334,22.222222222222218,label
235,194.33333333333334,22.222222222222218,label
236,194.33333333333334,22.222222222222218,label
237,196.0,25.0,label
238,196.0,25.0,label
239,194.33333333333334,22.222222222222218,label
240,194.33333333333334,22.222222222222218,label
241,196.0,25.0,label
242,197.66666666666666,22.222222222222218,label
243,196.0,25.0,label
244,194.33333333333334,22.222222222222218,label
245,194.33333333333334,22.222222222222218,label
246,196.0,25.0,label
247,196.0,25.0,label
248,194.33333333333334,22.222222222222218,label
249,194.33333333333334,22.222222222222218,label
250,196.0,25.0,label
251,197.66666666666666,22.222222222222218,label
252,196.0,25.0,label
253,194.33333333333334,22.222222222222218,label
254,194.33333333333334,22.222222222222218,label
255,196.0,25.0,label
256,196.0,25.0,label
257,194.33333333333334,22.222222222222218,label
258,194.33333333333334,22.222222222222218,label
259,196.0,25.0,label
260,197.66666666666666,22.222222222222218,label
261,196.0,25.0,label
262,194.33333333333334,22.222222222222218,label
263,194.33333333333334,22.222222222222218,label
264,196.0,25.0,label
265,196.0,25.0,label
266,194.33333333333334,22.222222222222218,label
267,194.33333333333334,22.222222222222218,label
268,196.0,25.0,label
269,197.66666666666666,22.222222222222218,label
270,196.0,25.0,label
271,194.33333333333334,22.222222222222218,label
272,194.33333333333334,22.222222222222218,label
273,196.0,25.0,label
274,196.0,25.0,label
275,194.33333333333334,22.222222222222218,label
276,194.33333333333334,22.222222222222218,label
277,196.0,25.0,label
278,197.66666666666666,22.222222222222218,label
279,196.0,25.0,label
280,194.33333333333334,22.222222222222218,label
281,194.33333333333334,22.222222222222218,label
282,196.0,25.0,label
283,196.0,25.0,label
284,194.33333333333334,22.222222222222218,label
285,194.33333333333334,22.222222222222218,label
286,194.33333333333334,22.222222222222218,label
287,196.0,25.0,label
288,196.0,25.0,label
289,194.33333333333334,22.222222222222218,label
290,194.33333333333334,22.222222222222218,label
291,196.0,25.0,label
292,197.66666666666666,22.222222222222218,label
293,196.0,25.0,label
294,194.33333333333334,22.222222222222218,label
295,194.33333333333334,22.222222222222218,label
296,196.0,25.0,label
297,196.0,25.0,label
298,194.33333333333334,22.222222222222218,label
299,194.33333333333334,22.222222222222218,label
300,196.0,25.0,label
301,197.66666666666666,22.222222222222218,label
302,196.0,25.0,label
303,194.33333333333334,22.222222222222218,label
304,194.33333333333334,22.222222222222218,label
305,196.0,25.0,label
306,196.0,25.0,label
307,194.33333333333334,22.222222222222218,label
308,194.33333333333334,22.222222222222218,label
309,196.0,25.0,label
310,197.66666666666666,22.222222222222218,label
311,196.0,25.0,label
312,194.33333333333334,22.222222222222218,label
313,194.33333333333334,22.222222222222218,label
314,196.0,25.0,label
315,196.0,25.0,label
316,194.33333333333334,22.222222222222218,label
317,194.33333333333334,22.222222222222218,label
318,196.0,25.0,label
319,197.66666666666666,22.222222222222218,label
320,196.0,25.0,label
321,194.33333333333334,22.222222222222218,label
322,194.33333333333334,22.222222222222218,label
323,196.0,25.0,label
324,196.0,25.0,label
325,194.33333333333334,22.222222222222218,label
326,194.33333333333334,22.222222222222218,label
327,196.0,25.0,label
328,197.66666666666666,22.222222222222218,label
329,196.0,25.0,label
330,194.33333333333334,22.222222222222218,label
331,194.33333333333334,22.222222222222218,label
332,196.0,25.0,label
333,196.0,25.0,label
334,194.33333333333334,22.222222222222218,label
335,194.33333333333334,22.222222222222218,label
336,194.33333333333334,22.222222222222218,label
337,196.0,25.0,label
338,196.0,25.0,label
339,194.33333333333334,22.222222222222218,label
340,194.33333333333334,22.222222222222218,label
341,196.0,25.0,label
342,197.66666666666666,22.222222222222218,label
343,196.0,25.0,label
344,194.33333333333334,22.222222222222218,label
345,194.33333333333334,22.222222222222218,label
346,196.0,25.0,label
347,196.0,25.0,label
348,194.33333333333334,22.222222222222218,label
349,194.33333333333334,22.222222222222218,label
350,196.0,25.0,label
351,197.66666666666666,22.222222222222218,label
352,196.0,25.0,label
353,194.33333333333334,22.222222222222218,label
354,194.33333333333334,22.222222222222218,label
355,196.0,25.0,label
356,196.0,25.0,label
357,194.33333333333334,22.222222222222218,label
358,194.33333333333334,22.222222222222218,label
359,196.0,25.0,label
360,197.66666666666666,22.222222222222218,label
361,196.0,25.0,label
362,194.33333333333334,22.222222222222218,label
363,194.33333333333334,22.222222222222218,label
364,196.0,25.0,label
365,196.0,25.0,label
366,194.33333333333334,22.222222222222218,label
367,194.33333333333334,22.222222222222218,label
368,196.0,25.0,label
369,197.66666666666666,22.222222222222218,label
370,196.0,25.0,label
371,194.33333333333334,22.222222222222218,label
372,194.33333333333334,22.222222222222218,label
373,196.0,25.0,label
374,196.0,25.0,label
375,194.33333333333334,22.222222222222218,label
376,194.33333333333334,22.222222222222218,label
377,196.0,25.0,label
378,197.66666666666666,22.222222222222218,label
379,196.0,25.0,label
380,194.33333333333334,22.222222222222218,label
381,194.33333333333334,22.222222222222218,label
382,196.0,25.0,label
383,196.0,25.0,label
384,194.33333333333334,22.222222222222218,label
385,194.33333333333334,22.222222222222218,label
386,194.33333333333334,22.222222222222218,label
387,196.0,25.0,label
388,196.0,25.0,label
389,194.33333333333334,22.222222222222218,label
390,194.33333333333334,22.222222222222218,label
391,196.0,25.0,label
392,197.66666666666666,22.222222222222218,label
393,196.0,25.0,label
394,194.33333333333334,22.222222222222218,label
395,194.33333333333334,22.222222222222218,label
396,196.0,25.0,label
397,196.0,25.0,label
398,194.33333333333334,22.222222222222218,label
399,194.33333333333334,22.222222222222218,label
400,196.0,25.0,label
401,197.66666666666666,22.222222222222218,label
402,196.0,25.0,label
403,194.33333333333334,22.222222222222218,label
404,194.33333333333334,22.222222222222218,label
405,196.0,25.0,label
406,196.0,25.0,label
407,194.33333333333334,22.222222222222218,label
408,194.33333333333334,22.222222222222218,label
409,196.0,25.0,label
410,197.66666666666666,22.222222222222218,label
411,196.0,25.0,label
412,194.33333333333334,22.222222222222218,label
413,194.33333333333334,22.222222222222218,label
414,196.0,25.0,label
415,196.0,25.0,label
416,194.33333333333334,22.222222222222218,label
417,194.33333333333334,22.222222222222218,label
418,196.0,25.0,label
419,197.66666666666666,22.222222222222218,label
420,196.0,25.0,label
421,194.33333333333334,22.222222222222218,label
422,194.33333333333334,22.222222222222218,label
423,196.0,25.0,label
424,196.0,25.0,label
425,194.33333333333334,22.222222222222218,label
426,194.33333333333334,22.222222222222218,label
427,196.0,25.0,label
428,197.66666666666666,22.222222222222218,label
429,196.0,25.0,label
430,194.33333333333334,22.222222222222218,label
431,194.33333333333334,22.222222222222218,label
432,196.0,25.0,label
433,196.0,25.0,label
434,194.33333333333334,22.222222222222218,label
435,194.33333333333334,22.222222222222218,label
436,194.33333333333334,22.222222222222218,label
437,196.0,25.0,label
438,196.0,25.0,label
439,194.33333333333334,22.222222222222218,label
440,194.33333333333334,22.222222222222218,label
441,196.0,25.0,label
442,197.66666666666666,22.222222222222218,label
443,196.0,25.0,label
444,194.33333333333334,22.222222222222218,label
445,194.33333333333334,22.222222222222218,label
446,196.0,25.0,label
447,196.0,25.0,label
448,194.33333333333334,22.222222222222218,label
449,194.33333333333334,22.222222222222218,label
450,196.0,25.0,label
451,197.66666666666666,22.222222222222218,label
452,196.0,25.0,label
453,194.33333333333334,22.222222222222218,label
454,194.33333333333334,22.222222222222218,label
455,196.0,25.0,label
456,196.0,25.0,label
457,194.33333333333334,22.222222222222218,label
458,194.33333333333334,22.222222222222218,label
459,196.0,25.0,label
460,197.66666666666666,22.222222222222218,label
461,196.0,25.0,label
462,194.33333333333334,22.222222222222218,label
463,194.33333333333334,22.222222222222218,label
464,196.0,25.0,label
465,196.0,25.0,label
466,194.33333333333334,22.222222222222218,label
467,194.33333333333334,22.222222222222218,label
468,196.0,25.0,label
469,197.66666666666666,22.222222222222218,label
470,196.0,25.0,label
471,194.33333333333334,22.222222222222218,label
472,194.33333333333334,22.222222222222218,label
473,196.0,25.0,label
474,196.0,25.0,label
475,194.33333333333334,22.222222222222218,label
476,194.33333333333334,22.222222222222218,label
477,196.0,25.0,label
478,197.66666666666666,22.222222222222218,label
479,196.0,25.0,label
480,194.33333333333334,22.222222222222218,label
481,194.33333333333334,22.222222222222218,label
482,196.0,25.0,label
483,196.0,25.0,label
484,194.33333333333334,22.222222222222218,label
485,194.33333333333334,22.222222222222218,label
486,194.33333333333334,22.222222222222218,label
487,196.0,25.0,label
488,196.0,25.0,label
489,194.33333333333334,22.222222222222218,label
490,194.33333333333334,22.222222222222218,label
491,196.0,25.0,label
492,197.66666666666666,22.222222222222218,label
493,196.0,25.0,label
494,194.33333333333334,22.222222222222218,label
495,194.33333333333334,22.222222222222218,label
496,196.0,25.0,label
497,196.0,25.0,label
498,194.33333333333334,22.222222222222218,label
499,194.33333333333334,22.222222222222218,label
500,196.0,25.0,label
501,197.66666666666666,22.222222222222218,label
502,196.0,25.0,label
503,194.33333333333334,22.222222222222218,label
504,194.33333333333334,22.222222222222218,label
505,196.0,25.0,label
506,196.0,25.0,label
507,194.33333333333334,22.222222222222218,label
508,194.33333333333334,22.222222222222218,label
509,196.0,25.0,label
510,197.66666666666666,22.222222222222218,label
511,196.0,25.0,label
512,194.33333333333334,22.222222222222218,label
513,194.33333333333334,22.222222222222218,label
514,196.0,25.0,label
515,196.0,25.0,label
516,194.33333333333334,22.222222222222218,label
517,194.33333333333334,22.222222222222218,label
518,196.0,25.0,label
519,197.66666666666666,22.222222222222218,label
520,196.0,25.0,label
521,194.33333333333334,22.222222222222218,label
522,194.33333333333334,22.222222222222218,label
523,196.0,25.0,label
524,196.0,25.0,label
525,194.33333333333334,22.222222222222218,label
526,194.33333333333334,22.222222222222218,label
527,196.0,25.0,label
528,197.66666666666666,22.222222222222218,label
529,196.0,25.0,label
530,194.33333333333334,22.222222222222218,label
531,194.33333333333334,22.222222222222218,label
532,196.0,25.0,label
533,196.0,25.0,label
534,194.33333333333334,22.222222222222218,label
535,194.33333333333334,22.222222222222218,label
536,194.33333333333334,22.222222222222218,label
537,196.0,25.0,label
538,196.0,25.0,label
539,194.33333333333334,22.222222222222218,label
540,194.33333333333334,22.222222222222218,label
541,196.0,25.0,label
542,197.66666666666666,22.222222222222218,label
543,196.0,25.0,label
544,194.33333333333334,22.222222222222218,label
545,194.33333333333334,22.222222222222218,label
546,196.0,25.0,label
547,196.0,25.0,label
548,194.33333333333334,22.222222222222218,label
549,194.33333333333334,22.222222222222218,label
550,196.0,25.0,label
551,197.66666666666666,22.222222222222218,label
552,196.0,25.0,label
553,194.33333333333334,22.222222222222218,label
554,194.33333333333334,22.222222222222218,label
555,196.0,25.0,label
556,196.0,25.0,label
557,194.33333333333334,22.222222222222218,label
558,194.33333333333334,22.222222222222218,label
559,196.0,25.0,label
560,197.66666666666666,22.222222222222218,label
561,196.0,25.0,label
562,194.33333333333334,22.222222222222218,label
563,194.33333333333334,22.222222222222218,label
564,196.0,25.0,label
565,196.0,25.0,label
566,194.33333333333334,22.222222222222218,label
567,194.33333333333334,22.222222222222218,label
568,196.0,25.0,label
569,197.66666666666666,22.222222222222218,label
570,196.0,25.0,label
571,194.33333333333334,22.222222222222218,label
572,194.33333333333334,22.222222222222218,label
573,196.0,25.0,label
574,196.0,25.0,label
575,194.33333333333334,22.222222222222218,label
576,194.33333333333334,22.222222222222218,label
577,196.0,25.0,label
578,197.66666666666666,22.222222222222218,label
579,196.0,25.0,label
580,194.33333333333334,22.222222222222218,label
581,194.33333333333334,22.222222222222218,label
582,196.0,25.0,label
583,196.0,25.0,label
584,194.33333333333334,22.222222222222218,label
585,194.33333333333334,22.222222222222218,label
586,194.33333333333334,22.222222222222218,label
587,196.0,25.0,label
588,196.0,25.0,label
589,194.33333333333334,22.222222222222218,label
590,194.33333333333334,22.222222222222218,label
591,196.0,25.0,label
592,196.0,25.0,label
593,194.33333333333334,22.222222222222218,label
594,194.33333333333334,22.222222222222218,label
595,194.33333333333334,22.222222222222218,label
596,196.0,25.0,label
597,196.0,25.0,label
598,194.33333333333334,22.222222222222218,label
599,194.33333333333334,22.222222222222218,label
600,196.0,25.0,label
601,197.66666666666666,22.222222222222218,label
602,196.0,25.0,label
603,194.33333333333334,22.222222222222218,label
604,194.33333333333334,22.222222222222218,label
605,196.0,25.0,label
606,196.0,25.0,label
607,194.33333333333334,22.222222222222218,label
608,194.33333333333334,22.222222222222218,label
609,196.0,25.0,label
610,197.66666666666666,22.222222222222218,label
611,196.0,25.0,label
612,194.33333333333334,22.222222222222218,label
613,194.33333333333334,22.222222222222218,label
614,196.0,25.0,label
615,196.0,25.0,label
616,194.33333333333334,22.222222222222218,label
617,194.33333333333334,22.222222222222218,label
618,196.0,25.0,label
619,197.66666666666666,22.222222222222218,label
620,196.0,25.0,label
621,194.33333333333334,22.222222222222218,label
622,194.33333333333334,22.222222222222218,label
623,196.0,25.0,label
624,196.0,25.0,label
625,194.33333333333334,22.222222222222218,label
626,194.33333333333334,22.222222222222218,label
627,196.0,25.0,label
628,197.66666666666666,22.222222222222218,label
629,196.0,25.0,label
630,194.33333333333334,22.222222222222218,label
631,194.33333333333334,22.222222222222218,label
632,196.0,25.0,label
633,196.0,25.0,label
634,194.33333333333334,22.222222222222218,label
635,194.33333333333334,22.222222222222218,label
636,194.33333333333334,22.222222222222218,label
637,196.0,25.0,label
638,196.0,25.0,label
639,194.33333333333334,22.222222222222218,label
640,194.33333333333334,22.222222222222218,label
641,196.0,25.0,label
642,196.0,25.0,label
643,194.33333333333334,22.222222222222218,label
644,194.33333333333334,22.222222222222218,label
645,194.33333333333334,22.222222222222218,label
646,196.0,25.0,label
647,196.0,25.0,label
648,194.33333333333334,22.222222222222218,label
649,194.33333333333334,22.222222222222218,label
650,196.0,25.0,label
651,197.66666666666666,22.222222222222218,label
652,196.0,25.0,label
653,194.33333333333334,22.222222222222218,label
654,194.33333333333334,22.222222222222218,label
655,196.0,25.0,label
656,196.0,25.0,label
657,194.33333333333334,22.222222222222218,label
658,194.33333333333334,22.222222222222218,label
659,196.0,25.0,label
660,197.66666666666666,22.222222222222218,label
661,196.0,25.0,label
662,194.33333333333334,22.222222222222218,label
663,194.33333333333334,22.222222222222218,label
664,196.0,25.0,label
665,196.0,25.0,label
666,194.33333333333334,22.222222222222218,label
667,194.33333333333334,22.222222222222218,label
668,196.0,25.0,label
669,197.66666666666666,22.222222222222218,label
670,196.0,25.0,label
671,194.33333333333334,22.222222222222218,label
672,194.33333333333334,22.222222222222218,label
673,196.0,25.0,label
674,196.0,25.0,label
675,194.33333333333334,22.222222222222218,label
676,194.33333333333334,22.222222222222218,label
677,196.0,25.0,label
678,197.66666666666666,22.222222222222218,label
679,196.0,25.0,label
680,194.33333333333334,22.222222222222218,label
681,194.33333333333334,22.222222222222218,label
682,196.0,25.0,label
683,196.0,25.0,label
684,194.33333333333334,22.222222222222218,label
685,194.33333333333334,22.222222222222218,label
686,196.0,25.0,label
687,197.66666666666666,22.222222222222218,label
688,196.0,25.0,label
689,194.33333333333334,22.222222222222218,label
690,194.33333333333334,22.222222222222218,label
691,196.0,25.0,label
692,196.0,25.0,label
693,194.33333333333334,22.222222222222218,label
694,194.33333333333334,22.222222222222218,label
695,194.33333333333334,22.222222222222218,label
696,196.0,25.0,label
697,196.0,25.0,label
698,194.33333333333334,22.222222222222218,label
699,194.33333333333334,22.222222222222218,label
700,196.0,25.0,label
701,197.66666666666666,22.222222222222218,label
702,196.0,25.0,label
703,194.33333333333334,22.222222222222218,label
704,194.33333333333334,22.222222222222218,label
705,196.0,25.0,label
706,196.0,25.0,label
707,194.33333333333334,22.222222222222218,label
708,194.33333333333334,22.222222222222218,label
709,196.0,25.0,label
710,197.66666666666666,22.222222222222218,label
711,196.0,25.0,label
712,194.33333333333334,22.222222222222218,label
713,194.33333333333334,22.222222222222218,label
714,196.0,25.0,label
715,196.0,25.0,label
716,194.33333333333334,22.222222222222218,label
717,194.33333333333334,22.222222222222218,label
718,196.0,25.0,label
719,197.66666666666666,22.222222222222218,label
720,196.0,25.0,label
721,194.33333333333334,22.222222222222218,label
722,194.33333333333334,22.222222222222218,label
723,196.0,25.0,label
724,196.0,25.0,label
725,194.33333333333334,22.222222222222218,label
726,194.33333333333334,22.222222222222218,label
727,196.0,25.0,label
728,197.66666666666666,22.222222222222218,label
729,196.0,25.0,label
730,194.33333333333334,22.222222222222218,label
731,194.33333333333334,22.222222222222218,label
732,196.0,25.0,label
733,196.0,25.0,label
734,194.33333333333334,22.222222222222218,label
735,194.33333333333334,22.222222222222218,label
736,196.0,25.0,label
737,197.66666666666666,22.222222222222218,label
738,196.0,25.0,label
739,194.33333333333334,22.222222222222218,label
740,194.33333333333334,22.222222222222218,label
741,196.0,25.0,label
742,196.0,25.0,label
743,194.33333333333334,22.222222222222218,label
744,194.33333333333334,22.222222222222218,label
745,194.33333333333334,22.222222222222218,label
746,196.0,25.0,label
747,196.0,25.0,label
748,194.33333333333334,22.222222222222218,label
749,194.33333333333334,22.222222222222218,label
750,196.0,25.0,label
751,197.66666666666666,22.222222222222218,label
752,196.0,25.0,label
753,194.33333333333334,22.222222222222218,label
754,194.33333333333334,22.222222222222218,label
755,196.0,25.0,label
756,196.0,25.0,label
757,194.33333333333334,22.222222222222218,label
758,194.33333333333334,22.222222222222218,label
759,196.0,25.0,label
760,197.66666666666666,22.222222222222218,label
761,196.0,25.0,label
762,194.33333333333334,22.222222222222218,label
763,194.33333333333334,22.222222222222218,label
764,196.0,25.0,label
765,196.0,25.0,label
766,194.33333333333334,22.222222222222218,label
767,194.33333333333334,22.222222222222218,label
768,196.0,25.0,label
769,197.66666666666666,22.222222222222218,label
770,196.0,25.0,label
771,194.33333333333334,22.222222222222218,label
772,194.33333333333334,22.222222222222218,label
773,196.0,25.0,label
774,196.0,25.0,label
775,194.33333333333334,22.222222222222218,label
776,194.33333333333334,22.222222222222218,label
777,196.0,25.0,label
778,197.66666666666666,22.222222222222218,label
779,196.0,25.0,label
780,194.33333333333334,22.222222222222218,label
781,194.33333333333334,22.222222222222218,label
782,196.0,25.0,label
783,196.0,25.0,label
784,194.33333333333334,22.222222222222218,label
785,194.33333333333334,22.222222222222218,label
786,196.0,25.0,label
787,197.66666666666666,22.222222222222218,label
788,196.0,25.0,label
789,194.33333333333334,22.222222222222218,label
790,194.33333333333334,22.222222222222218,label
791,196.0,25.0,label
792,196.0,25.0,label
793,194.33333333333334,22.222222222222218,label
794,194.33333333333334,22.222222222222218,label
795,194.33333333333334,22.222222222222218,label
796,196.0,25.0,label
797,196.0,25.0,label
798,194.33333333333334,22.222222222222218,label
799,194.33333333333334,22.222222222222218,label
800,196.0,25.0,label
801,197.66666666666666,22.222222222222218,label
802,196.0,25.0,label
803,194.33333333333334,22.222222222222218,label
804,194.33333333333334,22.222222222222218,label
805,196.0,25.0,label
806,196.0,25.0,label
807,194.33333333333334,22.222222222222218,label
808,194.33333333333334,22.222222222222218,label
809,196.0,25.0,label
810,197.66666666666666,22.222222222222218,label
811,196.0,25.0,label
812,194.33333333333334,22.222222222222218,label
813,194.33333333333334,22.222222222222218,label
814,196.0,25.0,label
815,196.0,25.0,label
816,194.33333333333334,22.222222222222218,label
817,194.33333333333334,22.222222222222218,label
818,196.0,25.0,label
819,197.66666666666666,22.222222222222218,label
820,196.0,25.0,label
821,194.33333333333334,22.222222222222218,label
822,194.33333333333334,22.222222222222218,label
823,196.0,25.0,label
824,196.0,25.0,label
825,194.33333333333334,22.222222222222218,label
826,194.33333333333334,22.222222222222218,label
827,196.0,25.0,label
828,197.66666666666666,22.222222222222218,label
829,196.0,25.0,label
830,194.33333333333334,22.222222222222218,label
831,194.33333333333334,22.222222222222218,label
832,196.0,25.0,label
833,196.0,25.0,label
834,194.33333333333334,22.222222222222218,label
835,194.33333333333334,22.222222222222218,label
836,196.0,25.0,label
837,197.66666666666666,22.222222222222218,label
838,196.0,25.0,label
839,194.33333333333334,22.222222222222218,label
840,194.33333333333334,22.222222222222218,label
