"No.","time_average","time_variance","data_variance","data_average","class"
0,0.22507033447952485,0.17441367901679256,196.0,25.0,label
1,0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
2,0.22507033447952485,0.17441367901679256,196.0,25.0,label
3,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
4,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
5,0.22507033447952485,0.17441367901679256,196.0,25.0,label
6,0.22507033447952485,0.17441367901679256,196.0,25.0,label
7,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
8,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
9,0.22507033447952485,0.17441367901679256,196.0,25.0,label
10,0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
11,0.22507033447952485,0.17441367901679256,196.0,25.0,label
12,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
13,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
14,0.22507033447952485,0.17441367901679256,196.0,25.0,label
15,0.22507033447952485,0.17441367901679256,196.0,25.0,label
16,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
17,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
18,0.22507033447952485,0.17441367901679256,196.0,25.0,label
19,0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
20,0.22507033447952485,0.17441367901679256,196.0,25.0,label
21,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
22,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
23,0.22507033447952485,0.17441367901679256,196.0,25.0,label
24,0.22507033447952485,0.17441367901679256,196.0,25.0,label
25,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
26,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
27,0.22507033447952485,0.17441367901679256,196.0,25.0,label
28,0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
29,0.22507033447952485,0.17441367901679256,196.0,25.0,label
30,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
31,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
32,0.22507033447952485,0.17441367901679256,196.0,25.0,label
33,0.22507033447952485,0.17441367901679256,196.0,25.0,label
34,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
35,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
36,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
37,0.22507033447952485,0.17441367901679256,196.0,25.0,label
38,0.22507033447952485,0.17441367901679256,196.0,25.0,label
39,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
40,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
41,0.22507033447952485,0.17441367901679256,196.0,25.0,label
42,0.22507033447952485,0.17441367901679256,197.66666666666666,22.222222222222218,label
43,0.22507033447952485,0.17441367901679256,196.0,25.0,label
44,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
45,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
46,0.22507033447952485,0.17441367901679256,196.0,25.0,label
47,0.22507033447952485,0.17441367901679256,196.0,25.0,label
48,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
49,0.22507033447952485,0.17441367901679256,194.33333333333334,22.222222222222218,label
50,0.22507033447952485,0.17441367901679256,196.0,25.0,label
