"2016-09-26 23:05:51.002875","74","42000  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51766738 TSecr=0 WS=16"
"2016-09-26 23:05:51.213467","54","42000  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"2016-09-26 23:05:51.351662","571","Client Hello"
"2016-09-26 23:05:51.589281","54","42000  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"2016-09-26 23:05:51.589401","54","42000  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"2016-09-26 23:05:51.589748","54","42000  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"2016-09-26 23:05:51.603668","380","Client Key Exchange"
"2016-09-26 23:05:51.823525","54","42000  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"2016-09-26 23:05:51.826006","1514","Application Data"
"2016-09-26 23:05:51.826100","396","Application Data"
"2016-09-26 23:05:52.045489","368","Application Data"
"2016-09-26 23:05:52.330185","54","42000  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"2016-09-26 23:05:53.627514","54","42000  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"2016-09-26 23:05:53.672591","54","42000  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2016-09-26 23:20:50.812620","91","Encrypted Alert"
"2016-09-26 23:20:50.831670","54","42000  >  443 [RST"
"2016-09-26 23:20:54.605733","74","41578  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=51998061 TSecr=0 WS=16"
"2016-09-26 23:20:54.816282","54","41578  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"2016-09-26 23:20:54.950658","571","Client Hello"
"2016-09-26 23:20:55.168305","54","41578  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"2016-09-26 23:20:55.170176","54","41578  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"2016-09-26 23:20:55.170272","54","41578  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"2016-09-26 23:20:55.198291","380","Client Key Exchange"
"2016-09-26 23:20:55.417743","54","41578  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"2016-09-26 23:20:55.419961","1514","Application Data"
"2016-09-26 23:20:55.420061","396","Application Data"
"2016-09-26 23:20:55.638360","368","Application Data"
"2016-09-26 23:20:55.898661","54","41578  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"2016-09-26 23:20:56.996075","54","41578  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"2016-09-26 23:20:57.034719","54","41578  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2016-09-26 23:35:51.015769","74","42853  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=52227539 TSecr=0 WS=16"
"2016-09-26 23:35:51.237903","54","42853  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"2016-09-26 23:35:51.393821","571","Client Hello"
"2016-09-26 23:35:51.618616","54","42853  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"2016-09-26 23:35:51.618862","54","42853  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"2016-09-26 23:35:51.618966","54","42853  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"2016-09-26 23:35:51.631208","380","Client Key Exchange"
"2016-09-26 23:35:51.867738","54","42853  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"2016-09-26 23:35:51.870128","1514","Application Data"
"2016-09-26 23:35:51.870229","396","Application Data"
"2016-09-26 23:35:52.090224","368","Application Data"
"2016-09-26 23:35:52.372144","54","42853  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"2016-09-26 23:35:53.444960","54","42853  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"2016-09-26 23:35:53.483697","54","42853  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2016-09-26 23:50:50.821489","91","Encrypted Alert"
"2016-09-26 23:50:50.852468","54","42853  >  443 [RST"
"2016-09-27 00:50:51.026165","74","47367  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=53379545 TSecr=0 WS=16"
"2016-09-27 00:50:51.248372","54","47367  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"2016-09-27 00:50:51.388706","571","Client Hello"
"2016-09-27 00:50:51.635569","54","47367  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"2016-09-27 00:50:51.638835","54","47367  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"2016-09-27 00:50:51.638924","54","47367  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"2016-09-27 00:50:51.656003","380","Client Key Exchange"
"2016-09-27 00:50:51.893837","54","47367  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"2016-09-27 00:50:51.896202","1514","Application Data"
"2016-09-27 00:50:51.896305","396","Application Data"
"2016-09-27 00:50:52.115804","368","Application Data"
"2016-09-27 00:50:52.389852","54","47367  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"2016-09-27 00:50:53.350109","54","47367  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"2016-09-27 00:50:53.388737","54","47367  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2016-09-27 01:05:50.811852","91","Encrypted Alert"
"2016-09-27 01:05:50.844311","54","47367  >  443 [RST"
"2016-09-27 01:50:51.066226","74","58953  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=54301154 TSecr=0 WS=16"
"2016-09-27 01:50:51.279673","54","58953  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"2016-09-27 01:50:51.416876","571","Client Hello"
"2016-09-27 01:50:51.628879","54","58953  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"2016-09-27 01:50:51.631659","54","58953  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"2016-09-27 01:50:51.631754","54","58953  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"2016-09-27 01:50:51.643275","380","Client Key Exchange"
"2016-09-27 01:50:51.866175","54","58953  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"2016-09-27 01:50:51.869037","1514","Application Data"
"2016-09-27 01:50:51.869154","396","Application Data"
"2016-09-27 01:50:52.085377","368","Application Data"
"2016-09-27 01:50:52.346691","54","58953  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"2016-09-27 01:50:53.585652","54","58953  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"2016-09-27 01:50:53.624086","54","58953  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"2016-09-27 02:05:50.821909","91","Encrypted Alert"
"2016-09-27 02:05:50.839646","54","58953  >  443 [RST"
"2016-09-27 02:50:50.865970","74","33764  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=55222703 TSecr=0 WS=16"
"2016-09-27 02:50:51.073204","54","33764  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
